distance_km,hour_of_day,is_peak_hour,organ_priority_weight,eta_minutes
870.354,23,0,0.7,164.72
958.905,0,0,0.7,208.56
1519.789,3,0,0.9,227.61
17.576,2,0,1.0,49.27
6.067,7,0,0.7,28.64
570.296,8,1,0.9,150.2
10.289,16,0,1.0,33.2
8.643,2,0,1.0,26.33
18.854,2,0,0.9,52.44
12.253,7,0,1.0,39.38
1558.206,2,0,0.7,266.55
11.446,2,0,0.3,39.97
13.618,5,0,1.0,32.0
10.359,13,0,0.7,38.01
1458.516,0,0,1.0,239.42
12.601,1,0,0.7,37.77
22.116,6,0,0.3,59.5
22.185,2,0,0.3,64.89
6.44,17,1,1.0,34.07
627.807,0,0,0.7,134.6
19.685,8,1,0.3,78.15
489.321,3,0,1.0,156.96
1534.614,23,0,0.7,225.08
433.958,3,0,0.7,137.16
15.965,7,0,1.0,38.43
11.596,9,1,1.0,43.54
16.784,21,1,0.7,59.92
22.621,15,0,0.7,56.66
624.241,5,0,1.0,129.74
510.269,18,1,0.7,126.42
1333.217,11,1,0.7,256.53
7.869,0,0,1.0,28.25
32.108,22,0,1.0,79.83
14.194,17,1,0.7,58.48
1368.727,0,0,1.0,212.85
1896.788,10,1,1.0,280.52
11.912,7,0,0.3,35.41
9.036,6,0,1.0,25.19
12.591,8,1,0.7,50.56
1747.426,8,1,1.0,281.18
15.957,21,1,0.9,55.27
15.753,7,0,0.3,47.31
11.986,1,0,0.3,39.62
15.704,14,0,1.0,48.65
6.25,15,0,1.0,21.82
28.869,22,0,1.0,67.01
458.642,8,1,0.7,148.9
414.683,20,1,0.7,135.13
1729.687,11,1,0.7,292.17
12.456,1,0,0.3,45.93
411.113,0,0,1.0,133.53
4.373,18,1,0.7,20.61
27.211,6,0,0.9,66.88
1445.688,23,0,1.0,234.19
4.964,1,0,0.3,22.77
15.218,3,0,1.0,40.04
1561.282,9,1,0.7,268.06
25.773,19,1,0.7,85.69
2.907,18,1,1.0,23.27
18.344,0,0,0.9,47.67
2315.436,15,0,0.9,370.7
4.278,11,1,1.0,23.24
1095.747,18,1,1.0,197.3
11.892,20,1,0.9,46.48
16.182,11,1,1.0,68.45
18.498,17,1,0.7,71.59
1982.662,3,0,1.0,279.44
12.38,22,0,0.7,38.19
1049.482,21,1,0.7,214.84
6.123,23,0,0.3,28.56
21.844,4,0,1.0,50.47
8.532,21,1,0.9,43.75
136.409,1,0,0.3,85.84
6.656,4,0,0.9,24.02
23.879,13,0,0.3,63.66
1669.354,1,0,0.3,297.98
16.735,11,1,0.9,64.72
872.218,1,0,1.0,195.75
25.253,11,1,0.3,113.44
15.089,16,0,0.7,37.63
1583.153,11,1,0.3,289.96
18.522,14,0,0.7,55.15
7.403,5,0,0.7,25.03
1763.777,0,0,0.7,287.74
25.122,2,0,0.7,56.91
6.59,11,1,0.3,36.14
28.314,23,0,0.7,61.2
12.07,22,0,1.0,32.75
18.13,21,1,0.3,68.99
22.656,21,1,0.9,82.03
555.105,10,1,0.7,175.25
11.515,18,1,0.3,59.43
18.766,19,1,1.0,64.58
18.635,20,1,0.7,77.52
828.838,0,0,0.7,181.34
29.881,5,0,0.3,81.32
13.641,18,1,0.9,53.15
1752.072,22,0,0.3,343.33
16.292,15,0,1.0,42.01
26.323,18,1,1.0,78.96
931.457,16,0,0.9,184.95
12.824,12,0,0.3,33.9
15.086,19,1,0.3,59.06
23.352,20,1,1.0,82.99
16.81,13,0,0.9,40.63
18.142,1,0,0.7,51.99
1367.854,6,0,1.0,218.56
8.266,0,0,0.3,27.42
1233.955,2,0,1.0,231.12
7.209,0,0,0.9,23.11
10.267,16,0,0.7,33.24
1155.804,19,1,1.0,201.07
1391.909,5,0,0.7,258.33
12.759,1,0,0.7,38.27
228.97,18,1,0.3,94.6
11.822,10,1,0.9,43.4
28.066,14,0,0.9,68.8
508.019,17,1,0.7,163.0
7.079,4,0,0.3,24.35
7.046,10,1,1.0,29.39
5.179,3,0,0.3,27.4
31.561,1,0,0.7,80.84
8.636,12,0,0.9,27.47
10.896,10,1,0.9,39.41
13.253,8,1,0.3,57.68
6.151,9,1,0.7,30.84
12.402,10,1,0.7,49.6
21.843,2,0,0.3,56.9
18.097,13,0,0.7,47.0
11.311,15,0,1.0,39.12
2315.847,14,0,0.9,367.27
17.732,19,1,1.0,65.95
18.226,7,0,0.7,46.52
4.963,7,0,0.9,19.31
25.585,21,1,1.0,78.27
2.009,12,0,0.9,16.29
9.015,9,1,1.0,34.91
1536.119,8,1,0.3,288.8
25.491,14,0,1.0,68.62
16.085,0,0,0.7,38.38
1770.315,16,0,0.9,261.39
11.667,15,0,0.7,41.0
4.32,12,0,1.0,17.09
1494.421,12,0,0.7,268.7
8.263,6,0,1.0,25.95
22.067,8,1,0.3,86.98
24.632,23,0,0.3,68.41
23.002,3,0,1.0,45.78
6.425,23,0,0.7,31.0
5.56,9,1,1.0,26.3
1444.991,21,1,0.7,258.9
12.512,1,0,0.3,37.54
14.234,9,1,1.0,51.38
1329.233,23,0,0.7,255.4
1067.094,10,1,0.9,210.88
421.417,3,0,0.7,159.97
225.42,3,0,1.0,112.17
3.078,13,0,0.7,22.14
11.176,10,1,1.0,43.79
16.235,8,1,1.0,65.76
17.849,15,0,0.7,52.47
3.164,17,1,0.7,24.73
12.576,11,1,0.3,55.05
25.747,10,1,0.7,97.94
880.419,11,1,0.7,176.37
20.162,7,0,0.7,46.69
16.852,2,0,0.7,46.07
19.672,0,0,1.0,47.25
1205.913,15,0,1.0,223.6
21.318,13,0,0.7,62.45
36.636,14,0,0.7,91.41
15.309,20,1,1.0,52.66
1093.56,19,1,0.7,235.64
882.683,21,1,1.0,186.92
25.122,8,1,1.0,83.02
1588.501,3,0,0.7,251.85
17.844,8,1,1.0,74.93
17.026,23,0,0.7,46.09
21.502,8,1,1.0,62.15
441.726,9,1,1.0,129.97
1894.204,21,1,0.7,266.98
1539.108,11,1,0.9,239.42
1534.779,5,0,0.7,244.24
499.021,22,0,0.3,159.56
21.591,3,0,0.9,43.54
11.47,1,0,0.9,34.59
9.946,12,0,1.0,37.72
17.696,7,0,0.7,41.29
14.03,0,0,1.0,35.28
21.257,16,0,0.7,55.92
1201.061,17,1,0.7,223.21
28.977,18,1,0.9,113.83
13.047,1,0,0.9,38.3
10.915,5,0,0.3,38.39
19.097,9,1,0.7,76.33
35.976,22,0,0.7,87.56
20.219,14,0,1.0,49.55
17.816,18,1,0.3,76.13
24.395,12,0,0.7,62.95
276.032,1,0,0.7,133.56
11.557,0,0,1.0,28.51
10.768,2,0,0.7,30.52
13.745,21,1,0.7,55.88
15.338,5,0,0.7,39.86
6.037,21,1,0.9,26.25
18.563,20,1,0.3,79.6
16.053,5,0,0.7,38.42
1388.228,21,1,0.9,228.45
1513.738,23,0,0.7,294.22
1537.289,3,0,1.0,278.91
1661.535,14,0,0.7,308.93
28.351,1,0,0.3,76.63
31.788,18,1,1.0,104.51
8.797,19,1,1.0,39.54
14.961,0,0,0.9,43.08
16.197,20,1,0.3,70.3
11.234,21,1,0.7,41.05
14.808,5,0,0.3,44.95
1233.391,22,0,1.0,229.06
243.858,20,1,1.0,86.38
25.925,8,1,1.0,88.31
5.172,14,0,0.9,21.42
5.997,9,1,0.7,35.91
9.662,14,0,0.9,29.58
779.012,21,1,1.0,191.68
1151.859,11,1,0.7,227.98
531.047,21,1,1.0,127.76
18.861,2,0,0.7,48.8
3.555,3,0,1.0,23.27
1474.877,2,0,0.9,280.78
20.648,6,0,0.7,50.6
18.337,6,0,1.0,54.49
29.71,22,0,0.7,74.52
25.382,16,0,1.0,62.25
19.685,4,0,0.7,44.37
9.499,19,1,0.7,39.69
4.233,21,1,0.7,20.52
9.054,0,0,0.9,27.04
32.543,15,0,0.3,90.68
1179.85,17,1,1.0,183.98
23.079,14,0,0.7,57.27
18.496,14,0,0.7,49.98
23.634,7,0,0.7,50.61
18.734,21,1,0.3,73.35
11.75,0,0,0.7,38.82
30.218,1,0,0.7,67.95
28.824,9,1,0.7,103.52
15.351,3,0,1.0,46.31
23.044,1,0,0.7,64.84
1457.667,16,0,1.0,262.81
14.676,15,0,0.3,41.63
26.048,6,0,0.7,62.26
30.939,4,0,1.0,75.85
1739.217,3,0,0.3,314.33
23.194,9,1,1.0,86.38
22.199,8,1,0.7,80.57
6.355,9,1,1.0,31.22
10.796,4,0,0.7,37.49
17.667,10,1,0.3,79.29
14.926,18,1,0.3,53.53
31.226,21,1,0.3,118.93
11.861,11,1,0.3,59.78
2.354,15,0,0.9,15.66
24.495,14,0,0.3,63.97
15.187,17,1,1.0,56.24
526.35,20,1,1.0,134.29
23.635,11,1,0.7,87.55
15.476,10,1,0.3,70.16
26.892,7,0,1.0,67.28
22.485,8,1,0.7,92.23
19.875,0,0,1.0,52.72
22.833,2,0,1.0,52.75
30.337,14,0,0.7,74.33
1984.017,13,0,1.0,279.01
966.002,15,0,0.7,200.5
2300.693,16,0,0.7,309.9
31.656,11,1,0.9,93.3
953.683,14,0,0.3,208.14
447.175,13,0,1.0,134.55
19.631,19,1,1.0,70.45
14.554,10,1,0.7,54.89
2.263,3,0,1.0,21.5
21.15,21,1,1.0,71.94
1375.237,16,0,1.0,208.36
1458.304,2,0,1.0,256.34
14.762,19,1,1.0,53.42
29.717,13,0,0.9,76.5
11.75,11,1,0.9,48.45
19.662,18,1,0.7,64.53
16.786,2,0,1.0,48.52
13.907,21,1,0.3,69.38
950.536,3,0,0.9,185.88
9.318,8,1,0.9,41.83
867.56,10,1,0.3,198.52
6.231,13,0,0.9,20.96
11.472,8,1,0.7,54.61
555.591,2,0,1.0,134.8
19.145,15,0,0.7,48.53
31.155,20,1,0.7,110.83
480.385,22,0,1.0,152.46
26.447,2,0,1.0,48.87
3.816,9,1,1.0,26.17
8.804,23,0,1.0,24.61
13.921,23,0,1.0,41.08
18.153,23,0,0.3,54.91
29.667,4,0,1.0,63.22
32.409,16,0,0.7,69.53
11.988,1,0,0.7,35.94
585.469,14,0,0.7,148.0
20.726,14,0,0.7,55.88
1991.19,6,0,0.9,301.82
17.495,7,0,1.0,48.62
9.5,16,0,0.7,30.76
16.978,13,0,0.9,50.6
20.727,13,0,0.3,56.57
1294.607,18,1,0.7,230.81
504.554,17,1,1.0,159.67
18.329,0,0,1.0,43.52
10.476,11,1,0.7,46.92
16.328,11,1,0.9,53.48
5.327,14,0,0.7,25.86
15.126,16,0,1.0,37.72
15.294,3,0,0.7,46.74
15.285,23,0,1.0,45.34
16.328,8,1,1.0,61.52
501.557,23,0,1.0,116.83
906.229,8,1,1.0,173.99
32.445,0,0,0.3,85.71
11.103,10,1,1.0,46.73
21.777,18,1,1.0,72.27
28.772,19,1,0.9,99.34
11.776,2,0,0.7,41.11
19.659,20,1,0.7,70.78
410.954,23,0,0.7,114.51
18.739,22,0,1.0,40.69
21.651,19,1,0.9,74.82
18.626,20,1,0.3,67.53
7.499,21,1,0.3,43.35
959.32,5,0,0.7,197.73
20.209,14,0,0.9,44.58
845.503,14,0,1.0,183.54
18.723,23,0,0.7,47.78
14.36,17,1,1.0,60.09
35.464,19,1,0.3,134.61
21.114,11,1,1.0,65.93
4.558,8,1,0.7,32.7
27.863,15,0,1.0,63.93
1172.535,1,0,1.0,195.91
1352.195,1,0,1.0,233.47
14.443,13,0,0.9,39.46
14.53,23,0,0.7,37.99
11.383,6,0,0.3,40.52
25.075,11,1,1.0,75.56
19.176,21,1,1.0,76.59
12.853,21,1,0.7,52.7
26.355,21,1,0.3,98.03
28.665,3,0,0.7,72.95
23.562,6,0,1.0,46.73
440.614,16,0,0.3,146.94
247.595,21,1,0.3,135.44
8.179,5,0,1.0,31.55
772.09,4,0,0.7,150.16
524.464,10,1,1.0,148.95
19.978,10,1,0.3,81.57
22.776,22,0,1.0,55.85
744.236,6,0,0.7,170.69
17.928,12,0,0.7,42.44
4.295,21,1,0.7,22.91
20.011,14,0,0.7,46.03
125.443,6,0,1.0,98.33
1460.93,11,1,1.0,257.74
13.206,18,1,0.7,55.81
21.071,9,1,0.7,74.1
25.876,23,0,0.7,73.71
1544.448,1,0,0.7,252.98
12.84,4,0,1.0,36.61
26.986,0,0,0.9,56.88
29.861,2,0,0.9,71.15
30.552,12,0,0.9,72.01
1372.662,22,0,0.7,260.77
1759.149,21,1,0.7,278.49
11.831,5,0,0.7,41.74
841.2,14,0,1.0,184.16
168.737,15,0,1.0,101.65
11.167,15,0,1.0,34.4
2075.499,16,0,0.7,364.79
29.56,7,0,0.3,71.33
11.586,13,0,0.7,34.04
12.117,13,0,0.9,33.7
9.661,18,1,1.0,40.68
23.641,18,1,0.7,90.8
16.937,10,1,1.0,59.9
20.743,21,1,1.0,73.26
9.419,20,1,0.9,46.17
281.271,4,0,1.0,118.93
0.805,13,0,0.9,12.59
27.31,18,1,1.0,90.83
23.426,1,0,0.9,58.56
884.01,3,0,0.7,190.34
945.366,7,0,0.7,173.8
20.797,1,0,0.9,56.59
1538.658,8,1,0.3,245.99
7.543,10,1,0.3,42.57
23.784,15,0,0.7,63.78
450.215,8,1,0.3,163.84
1556.081,18,1,0.7,258.69
1192.587,21,1,1.0,201.02
494.654,21,1,0.3,170.07
8.973,21,1,0.9,39.46
502.881,20,1,1.0,121.75
15.548,5,0,0.3,44.88
1494.409,21,1,0.7,265.76
502.341,9,1,0.3,160.96
20.147,16,0,1.0,48.13
2004.265,14,0,1.0,282.95
1237.813,6,0,0.9,237.32
1386.977,4,0,0.9,209.26
512.592,9,1,0.9,134.99
9.116,10,1,0.7,43.85
405.59,6,0,0.3,117.95
20.937,2,0,0.7,49.68
1977.138,7,0,1.0,319.76
26.159,4,0,0.9,69.87
461.913,6,0,0.3,163.54
11.729,15,0,0.9,38.88
1405.181,18,1,0.7,270.92
26.731,15,0,0.3,67.28
18.699,16,0,0.9,52.94
9.614,12,0,1.0,28.22
27.69,3,0,0.7,67.17
526.009,8,1,1.0,120.81
30.98,5,0,1.0,75.96
21.374,19,1,0.3,84.15
427.816,6,0,0.7,135.35
936.864,14,0,0.7,178.39
16.96,18,1,0.7,63.31
2.797,2,0,0.3,16.91
21.427,7,0,0.7,53.21
20.206,7,0,0.7,54.24
20.576,4,0,0.7,56.16
864.206,8,1,1.0,192.43
945.117,23,0,0.7,204.46
1998.209,23,0,0.7,302.14
2324.641,1,0,0.3,367.54
1294.181,7,0,0.9,213.03
27.693,21,1,0.7,102.61
16.258,11,1,0.7,60.64
7.34,11,1,0.9,32.99
14.229,6,0,0.9,33.77
19.43,19,1,0.7,67.24
856.221,0,0,1.0,167.77
28.628,15,0,1.0,63.91
5.176,16,0,0.9,26.29
17.524,19,1,1.0,59.64
26.429,9,1,0.9,84.83
1931.446,10,1,0.7,287.69
23.487,15,0,1.0,58.22
515.46,14,0,0.7,137.89
0.62,0,0,0.7,16.88
27.646,0,0,0.7,70.53
862.219,11,1,0.7,203.43
1748.259,18,1,0.7,298.83
859.882,16,0,0.3,186.53
27.184,3,0,0.7,67.88
22.249,7,0,0.3,64.24
1080.473,2,0,0.7,182.99
17.884,8,1,0.7,69.57
919.494,18,1,1.0,206.83
12.676,1,0,0.9,36.88
6.208,11,1,1.0,34.01
19.061,13,0,1.0,46.5
17.95,1,0,0.3,59.69
18.955,4,0,0.3,57.12
13.957,7,0,0.7,45.74
14.793,22,0,0.3,50.89
3.54,9,1,0.9,26.66
8.734,12,0,0.3,31.14
134.128,5,0,0.3,111.12
629.186,9,1,0.7,140.92
2.47,0,0,0.3,22.61
24.633,0,0,0.9,69.15
441.276,4,0,1.0,119.91
27.898,16,0,1.0,68.4
23.249,23,0,0.7,56.28
30.287,5,0,0.9,70.59
1082.211,20,1,0.9,200.88
13.056,11,1,1.0,44.69
1580.811,20,1,0.9,286.68
25.496,5,0,1.0,65.23
107.087,23,0,0.7,95.59
23.503,12,0,0.9,51.23
22.868,16,0,1.0,58.71
29.288,15,0,1.0,65.66
19.473,0,0,0.7,51.31
17.349,6,0,1.0,40.81
20.157,13,0,1.0,48.84
21.432,1,0,1.0,49.33
434.844,7,0,0.7,136.08
4.63,8,1,1.0,22.32
7.961,23,0,0.9,29.33
5.429,11,1,0.7,27.31
5.175,16,0,0.7,26.27
20.337,21,1,0.7,85.71
19.482,5,0,0.7,52.29
1245.274,0,0,1.0,220.73
14.111,5,0,0.7,40.62
5.649,21,1,1.0,28.71
17.836,15,0,0.7,45.19
28.217,17,1,0.3,116.22
867.978,7,0,0.7,189.58
7.406,7,0,0.7,30.43
18.172,13,0,0.9,47.25
443.405,23,0,0.7,119.23
20.87,17,1,1.0,70.22
1074.664,10,1,0.7,233.54
27.646,13,0,1.0,64.79
5.37,21,1,1.0,30.88
166.413,19,1,0.3,125.62
31.325,9,1,0.7,109.25
19.7,1,0,0.9,47.41
1884.39,15,0,0.9,296.93
25.985,10,1,1.0,81.75
512.068,23,0,1.0,136.5
24.049,23,0,0.9,59.9
25.24,2,0,0.9,64.41
33.899,14,0,1.0,74.97
26.569,8,1,1.0,104.33
28.897,10,1,0.7,93.87
1756.396,10,1,1.0,283.73
17.221,8,1,0.7,67.1
622.525,9,1,1.0,173.24
787.148,10,1,0.7,168.05
18.807,12,0,0.3,54.01
7.207,0,0,0.7,28.9
13.07,7,0,1.0,39.72
20.07,10,1,1.0,70.5
12.983,7,0,1.0,36.31
12.495,15,0,0.9,36.06
16.643,10,1,0.7,71.26
30.611,11,1,0.7,115.34
897.399,0,0,0.9,198.41
1557.39,17,1,0.7,228.61
7.604,23,0,0.7,24.56
10.435,0,0,0.7,28.63
19.16,2,0,0.9,43.89
30.402,22,0,0.7,79.33
610.425,16,0,0.7,146.79
10.041,13,0,0.7,36.84
27.931,18,1,0.7,113.24
11.128,9,1,0.7,49.0
25.913,17,1,0.9,88.01
494.777,21,1,0.3,148.56
14.944,21,1,1.0,57.11
18.31,12,0,0.7,51.67
1567.537,19,1,0.7,291.71
5.731,2,0,1.0,17.92
112.335,1,0,0.9,119.18
28.46,11,1,1.0,96.38
514.234,4,0,1.0,126.68
29.783,19,1,0.7,106.15
16.834,15,0,1.0,36.73
2314.806,3,0,0.7,351.85
131.002,7,0,0.9,83.07
19.841,21,1,1.0,63.53
6.526,15,0,0.7,25.13
14.882,13,0,0.3,40.44
2.749,1,0,1.0,15.56
3.45,20,1,0.3,20.47
26.067,21,1,0.7,95.69
549.695,17,1,0.9,118.51
17.3,10,1,0.7,62.73
26.667,5,0,1.0,62.84
6.961,11,1,0.3,33.94
1745.535,1,0,0.7,260.11
12.624,22,0,0.7,36.23
13.379,3,0,1.0,34.03
7.329,4,0,0.3,31.01
946.935,1,0,0.9,218.17
11.733,22,0,0.7,30.81
5.065,18,1,0.9,31.71
31.01,3,0,0.9,71.62
18.046,7,0,1.0,37.46
17.528,4,0,1.0,44.59
28.122,8,1,0.7,104.05
12.901,21,1,0.9,50.88
5.5,23,0,1.0,25.52
600.604,8,1,1.0,157.44
17.837,9,1,0.3,73.91
17.304,21,1,0.7,60.41
13.281,19,1,1.0,53.38
24.385,16,0,0.3,59.88
25.463,8,1,0.3,97.32
32.601,5,0,0.9,72.11
21.334,16,0,0.9,54.54
29.242,9,1,0.3,103.6
1374.202,11,1,1.0,233.39
4.954,11,1,0.7,27.68
15.217,6,0,1.0,39.78
12.118,15,0,0.3,35.48
12.344,10,1,1.0,44.55
20.899,8,1,0.7,96.45
18.733,19,1,0.9,64.19
27.162,18,1,0.9,93.79
28.213,15,0,1.0,62.97
20.848,1,0,0.3,58.82
33.367,3,0,1.0,62.05
10.407,21,1,0.7,43.88
17.867,16,0,0.7,43.83
8.764,12,0,0.7,31.23
34.801,7,0,0.3,95.43
17.167,23,0,0.3,61.13
282.511,1,0,0.7,110.69
1200.968,4,0,0.9,228.64
8.677,6,0,0.3,28.97
1954.408,5,0,0.7,262.96
756.935,21,1,0.7,191.28
373.477,10,1,1.0,137.67
31.791,1,0,1.0,73.69
15.987,3,0,0.3,46.2
13.346,4,0,0.9,41.2
11.225,21,1,1.0,46.05
7.399,13,0,0.7,32.11
4.453,16,0,0.7,26.37
13.094,12,0,0.7,41.21
11.296,8,1,1.0,40.32
123.833,12,0,0.3,113.98
1321.253,18,1,0.9,223.1
11.222,18,1,0.9,47.48
26.09,23,0,0.7,65.03
4.815,17,1,1.0,26.29
14.895,13,0,0.7,43.39
10.176,11,1,0.3,42.8
22.686,23,0,0.7,55.86
21.994,19,1,1.0,75.74
16.946,14,0,1.0,43.65
1991.913,4,0,1.0,330.74
22.078,22,0,0.7,57.38
1967.744,17,1,1.0,276.47
12.678,5,0,1.0,32.04
2001.008,21,1,1.0,278.7
23.36,11,1,0.7,89.1
20.063,11,1,1.0,76.73
13.646,8,1,0.7,56.86
24.145,1,0,1.0,57.27
21.058,13,0,0.7,56.74
1362.72,14,0,0.7,272.65
1179.737,9,1,1.0,232.6
20.178,6,0,0.7,52.13
27.528,4,0,1.0,65.36
13.198,16,0,0.9,33.91
498.174,10,1,0.3,144.02
20.573,2,0,0.7,52.5
6.25,9,1,0.7,32.07
17.795,21,1,1.0,72.42
8.715,20,1,0.7,37.82
17.992,9,1,1.0,59.66
3.855,12,0,1.0,21.96
35.044,22,0,1.0,83.29
5.915,7,0,0.3,23.31
17.316,14,0,0.7,44.24
23.277,1,0,1.0,51.88
26.534,10,1,0.9,90.85
1148.869,10,1,0.7,189.68
6.12,10,1,0.3,34.4
31.017,22,0,1.0,84.86
26.225,5,0,1.0,65.9
33.157,15,0,0.9,71.87
7.013,4,0,0.9,28.57
19.311,2,0,0.7,54.96
12.394,15,0,0.3,42.25
25.729,16,0,1.0,62.55
15.306,18,1,1.0,56.53
9.298,6,0,0.9,32.14
15.047,17,1,0.9,48.29
8.533,11,1,1.0,32.82
24.314,15,0,0.3,65.38
17.64,18,1,1.0,58.35
17.739,5,0,0.7,53.56
500.936,21,1,0.3,134.43
4.712,21,1,0.3,25.73
22.027,10,1,1.0,75.53
1091.607,8,1,1.0,214.46
38.241,9,1,0.3,154.56
28.058,4,0,1.0,63.06
31.786,18,1,0.3,121.67
11.704,7,0,0.9,35.69
1383.891,15,0,1.0,249.35
613.071,0,0,1.0,134.82
7.074,2,0,1.0,27.36
23.496,12,0,1.0,48.78
11.929,1,0,0.7,35.93
118.741,0,0,0.3,81.66
25.902,20,1,0.9,75.16
24.319,11,1,0.7,92.71
1197.242,15,0,0.9,187.93
23.691,14,0,1.0,55.61
22.651,8,1,0.9,71.07
2.825,10,1,0.9,22.87
25.741,16,0,1.0,53.58
18.028,7,0,1.0,47.72
27.342,1,0,1.0,63.4
15.147,12,0,0.7,41.37
3.318,10,1,0.7,22.74
14.362,18,1,0.7,54.9
18.677,15,0,0.9,46.18
13.79,8,1,1.0,59.85
29.791,15,0,0.7,73.02
1478.706,17,1,0.7,255.34
28.373,17,1,0.3,112.24
25.242,9,1,0.9,84.55
931.534,6,0,1.0,199.05
15.943,0,0,1.0,45.5
1773.476,4,0,1.0,280.26
16.692,17,1,0.3,66.59
7.88,13,0,1.0,30.93
22.55,2,0,0.7,53.45
24.642,10,1,0.7,82.55
1247.219,6,0,0.7,236.47
21.186,7,0,0.9,48.45
867.51,7,0,0.3,210.07
1567.705,21,1,0.3,310.5
14.975,2,0,0.9,42.85
4.51,10,1,0.7,23.11
22.759,6,0,0.7,60.99
13.32,7,0,0.3,41.85
1091.106,22,0,0.7,198.48
22.595,19,1,0.3,74.15
20.244,20,1,0.7,71.32
19.257,11,1,1.0,72.05
35.487,2,0,0.3,79.52
1139.431,7,0,1.0,216.07
1919.912,1,0,0.3,314.41
505.247,20,1,0.3,125.98
10.769,5,0,0.3,36.45
951.931,1,0,1.0,217.62
773.727,17,1,0.9,173.82
32.193,17,1,1.0,108.83
15.348,5,0,0.7,37.77
997.272,9,1,0.3,192.74
2.775,14,0,0.7,17.7
19.872,7,0,0.7,51.94
8.067,7,0,0.7,26.8
1175.999,11,1,0.9,245.18
3.236,14,0,0.9,19.73
16.29,14,0,0.9,43.13
829.443,9,1,1.0,167.99
366.102,9,1,0.3,119.03
5.696,15,0,0.9,23.27
20.834,4,0,0.7,59.34
17.015,19,1,1.0,53.16
497.542,7,0,1.0,144.15
24.247,15,0,1.0,54.87
1.928,4,0,0.3,19.44
23.58,10,1,1.0,74.62
1033.898,7,0,0.7,172.91
12.032,2,0,0.9,32.85
5.439,18,1,0.7,28.32
27.536,2,0,1.0,59.61
21.433,3,0,0.7,55.91
15.272,10,1,0.7,62.98
29.46,21,1,0.3,113.3
457.836,13,0,0.7,159.0
6.407,3,0,1.0,20.96
920.801,19,1,1.0,163.8
1916.396,14,0,0.3,308.81
599.053,14,0,0.3,192.19
10.218,4,0,0.7,36.02
1757.266,12,0,1.0,265.54
9.758,8,1,0.7,46.79
12.605,20,1,1.0,46.97
27.302,21,1,1.0,96.9
26.683,11,1,1.0,79.84
25.985,21,1,0.7,81.47
1764.199,9,1,0.7,268.82
4.078,11,1,0.7,31.58
1349.381,18,1,1.0,267.48
13.999,10,1,1.0,56.44
1595.717,17,1,0.7,282.66
6.519,7,0,1.0,23.76
26.551,10,1,0.9,83.13
17.373,9,1,0.7,56.09
436.518,8,1,0.7,138.18
15.965,23,0,0.9,39.86
24.655,16,0,0.9,63.12
1.547,14,0,0.9,20.01
12.683,22,0,1.0,39.8
12.074,13,0,0.3,41.98
14.708,20,1,0.3,69.64
18.883,14,0,0.9,54.99
17.816,19,1,1.0,68.35
12.049,17,1,1.0,52.82
1382.167,5,0,0.9,213.96
776.363,5,0,0.7,186.72
17.776,5,0,0.7,53.24
20.161,1,0,0.7,47.73
1520.452,15,0,0.7,231.33
6.376,5,0,0.7,28.61
15.978,15,0,0.9,40.67
19.209,18,1,1.0,76.18
23.161,17,1,0.9,77.94
32.003,1,0,0.7,78.74
1625.397,13,0,1.0,246.54
27.091,14,0,0.3,78.65
15.204,17,1,0.7,61.65
1475.671,16,0,1.0,215.06
17.592,13,0,0.7,47.2
17.824,21,1,0.7,65.66
1677.505,20,1,1.0,273.5
29.257,1,0,0.3,69.82
1590.612,0,0,0.7,285.17
13.0,11,1,1.0,42.44
8.599,9,1,1.0,39.29
24.202,18,1,0.7,81.43
23.726,8,1,0.7,89.47
360.732,1,0,0.7,135.53
1641.76,8,1,0.7,240.0
12.893,0,0,1.0,34.13
10.354,1,0,0.7,36.9
1568.161,11,1,0.7,287.75
14.923,23,0,0.7,47.83
1.182,12,0,1.0,18.88
446.484,18,1,1.0,121.32
153.05,16,0,0.3,88.02
25.609,0,0,0.3,67.97
23.619,1,0,1.0,51.21
16.796,2,0,1.0,42.14
18.483,6,0,0.7,50.58
549.249,4,0,0.9,129.72
6.646,8,1,0.3,39.47
600.477,22,0,1.0,159.53
13.245,4,0,0.9,36.83
12.31,22,0,1.0,36.99
17.712,13,0,1.0,45.87
11.335,12,0,0.9,31.92
25.221,0,0,0.3,59.73
24.723,7,0,0.3,71.78
1615.577,8,1,0.3,328.89
1564.499,4,0,1.0,272.17
1580.076,16,0,0.7,289.74
9.649,14,0,1.0,28.87
9.329,16,0,0.7,28.68
27.066,10,1,0.7,79.48
1369.846,8,1,0.7,266.27
18.402,12,0,1.0,46.64
1207.843,15,0,0.9,249.38
15.649,2,0,0.3,52.35
12.35,0,0,0.7,34.99
5.515,21,1,1.0,25.9
7.506,13,0,1.0,26.86
1588.263,23,0,0.7,284.76
22.135,18,1,0.7,73.48
15.148,7,0,0.7,38.86
11.949,13,0,1.0,30.37
1358.373,23,0,0.9,207.85
18.201,6,0,0.9,48.05
9.758,15,0,0.7,28.63
24.281,5,0,0.9,52.71
941.801,16,0,0.3,209.94
21.742,11,1,0.7,77.72
2301.334,11,1,0.7,341.71
18.422,7,0,0.7,52.89
1656.77,1,0,0.7,232.75
1771.031,15,0,0.9,291.28
9.791,1,0,1.0,32.91
